PID,LotArea,Age,TotalBsmtSF,SalePrice
916225130,26178,22,1210,335000
916252170,8239,25,0,230000
916325040,50102,53,1632,250764
916326010,16669,30,1686,228000
916402125,13811,24,1112,176000
916403020,8049,21,1309,180000
916403130,11170,21,1216,250000
916460070,8098,11,1381,202000
916475100,14331,9,1800,312500
916477010,13618,6,1728,320000
921205030,11443,6,1868,369900
921205050,11577,6,1838,359900
923125030,31250,60,0,81500
923202025,7020,14,1288,215000
923203090,4500,13,1216,164000
923203100,4500,13,1237,153500
923205120,17217,5,1140,84500
923225190,2665,34,264,104500
923225240,2665,34,757,127000
923225260,3964,38,942,151400
923225510,10172,43,864,126500
923226150,11836,41,1652,146500
923226180,1470,41,630,73000
923226290,1484,39,546,79400
923227100,13384,42,1104,140000
923228130,1533,41,630,92000
923228180,1533,41,546,87550
923228210,1526,41,546,79500
923228260,1936,41,546,90500
923228310,1894,41,546,71000
923229110,12640,35,1728,150900
923230040,9297,35,1728,188000
923250060,17400,34,1126,160000
923251180,20000,51,1224,131000
923275080,7937,27,1003,142500
923276100,8885,28,864,131000
923400125,10441,19,912,132000
924100070,10010,37,1389,170000
924151050,9627,18,996,188000
